H,2026/9/8,,,,,,,,,,,,,,
［データ区分］,［伝票日付］,［自社会員名］,［取引先名］,［納品場所 住所］,［自社管理商品コード］,［商品名］,［規格］,［入数］,［入数単位］,［単価］,［数量］,［単位］,［金額］,［小計］,［税区分］
D,2026/7/9,武蔵小杉店（株式会社パット）,株式会社ひのー,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0110147,D ﾌﾟﾛｾｽ 赤 8,1kg,10,PC,1850,2,PC,3700,3700,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100103,テーオー　フレンド印生おろしにんにく　１ｋ,１ｋ,15,未指定,999,1,本,999,999,外税
D,2026/7/9,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290197,うめはら　レモン カット ３㎜ Ａ　1kg,6ヶ×1CS,0,ヶ,1500,1,ヶ,1500,1500,外税
D,2026/7/9,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290310,ナリヅカ　パールシュガー　Ｃ３０　　１㎏,12ﾌｸﾛX1C/S,0,C/S,1010,1,袋,1010,1010,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100284,ハインツ　グラス・ド・ビアン　＃７,,24,未指定,980,1,PC,980,980,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100252,ＣＴ）チリ産枝付きレーズン　６０ｇ,,12,未指定,550,1,袋,550,550,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100283,ギャバン  オニオンパウダー      350g,350ｇ,12,未指定,1240,1,個,1240,1240,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100282,ギャバン  オレガノ                                 250g,250g,12,未指定,1550,1,缶,1550,1550,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100265,チェスコ　イルドフランスカマンベール　１Ｐ,125ｇ,48,未指定,600,1,個,600,600,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100278,ソレジーナ　グラナパダーノ　  125g,125ｇ,12,個,990,1,個,990,990,外税
D,2026/7/9,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100186,マギー　ブイヨン　グラニューレイト　　１Ｋ,1K,12,缶,1940,1,缶,1940,1940,外税
D,2026/7/10,ＰＡＴ円山本店（株式会社パット）,株式会社イワセ・エスタグループ本社,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0060021,秋田屋本店　ミャンマー産はちみつ　２５ｋｇ,２５ｋｇ,1,缶,15500,1,缶,15500,15500,外税
D,2026/7/10,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300466,アイコク　ベーキングパウダー　白　２ｋｇ袋,6ﾌｸﾛX1C/S,0,未指定,2400,1,袋,2400,2400,外税
D,2026/7/10,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300385,SB カレーヤサン　カレーフィリング　スパイシー　2kg,2kg×6×1C/S,1,C/S,7100,1,C/S,7100,7100,外税
D,2026/7/10,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300376,パティス　スーパーポム　4500ｇ,6缶×1Ｃ/Ｓ,1,缶,4600,1,缶,4600,4600,外税
D,2026/7/10,Ｐａｓａｒ守谷下り店（株式会社パット）,株式会社トーホー・北関東,茨城県守谷市野木崎97-3　常磐自動車道守谷SA（下り線内）　パサｰル守谷下り線　小島屋乳業製菓株式会社,PA0360034,宝幸　Ｄプロセス赤８Ｒ １ｋ,,0,未指定,1940,12,C/S,23280,23280,外税
D,2026/7/10,武蔵小杉店（株式会社パット）,株式会社イワセ・エスタグループ本社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0060022,ベルコラーデ　グレンノワールセレクシオンＣＴ　５ｋｇ,５ｋｇ,2,袋,14650,2,袋,29300,29300,外税
D,2026/7/11,武蔵小杉店（株式会社パット）,株式会社ブーランジェリーエリックカイザージャポン,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PC0130023,メゾンカイザーキャラメルサンドメープルワッフル12枚,1,1,個,813,5,個,4065,4065,外税
D,2026/7/11,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100246,ノースイ　美瑛そだちの　粒コーン　１ｋg,1kg,10,PC,690,2,PC,1380,1380,外税
D,2026/7/12,ＰＡＴ円山本店（株式会社パット）,株式会社ＢＥＫＪ　大森工場冷生地部門,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0140040,【冷生地】ショソンオポム生地,100個,1,セット,7900,4,セット,31600,31600,外税
D,2026/7/13,ＰＡＴ円山本店（株式会社パット）,石川株式会社,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0280094,スイートスノー１ｋｇ×１０,1×10,0,C/S,5690,1,C/S,5690,5690,外税
D,2026/7/13,Ｐａｓａｒ守谷下り店（株式会社パット）,石川株式会社,茨城県守谷市野木崎97-3　常磐自動車道守谷SA（下り線内）　パサｰル守谷下り線　小島屋乳業製菓株式会社,PA0280056,バイオレット,２５ｋｇ,1,袋,4507,1,袋,4507,4507,外税
D,2026/7/13,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300001,アーモンド　スライス　　　1㎏袋入,1kgX1フクロ,0,未指定,1900,1,袋,1900,1900,外税
D,2026/7/13,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300364,DIアーモンド皮付キザミ　2㎜　2㎏,6袋×1Ｃ/Ｓ,1,袋,3950,1,袋,3950,3950,外税
D,2026/7/13,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300026,ナリズカ　グリーンパウダー　Ｄｋ,,1,袋,6500,1,袋,6500,6500,外税
D,2026/7/13,Ｐａｓａｒ守谷下り店（株式会社パット）,株式会社トーホー・北関東,茨城県守谷市野木崎97-3　常磐自動車道守谷SA（下り線内）　パサｰル守谷下り線　小島屋乳業製菓株式会社,PA0360023,プチール ワンモアカスター　900ｇ,900g,6,未指定,3990,1,C/S,3990,3990,外税
D,2026/7/14,ＰＡＴ円山本店（株式会社パット）,株式会社ひのー,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0110262,ﾄﾙｺ産 ｻﾙﾀﾅﾚｰｽﾞﾝTYPE　8,12.5k,1,C/S,9530,2,C/S,19060,19060,外税
D,2026/7/14,ＰＡＴ円山本店（株式会社パット）,株式会社ひのー,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0110284,ﾄﾙｺ　G ﾚｰｽﾞﾝ TYPE 9  12.5k,12.5k,1,C/S,8625,2,C/S,17250,17250,外税
D,2026/7/14,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290270,ＤＩ　ピスタチオパウダー　１㎏,12kg×1CS,0,kg,5400,1,kg,5400,5400,外税
D,2026/7/14,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290319,マスネ クレーム・ﾄﾞ・カシス　２０ﾟ  ７００ｍｌ  取寄,6ﾎﾝX1C/S,0,本,2680,0,本,0,0,外税
D,2026/7/14,武蔵小杉店（株式会社パット）,株式会社ひのー,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0110083,JFDA トﾞライハﾟン粉 2K,2K,1,PC,1220,1,PC,1220,1220,外税
D,2026/7/14,武蔵小杉店（株式会社パット）,株式会社ひのー,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0110027,けしの実 1K,1K×1,1,未指定,1720,1,kg,1720,1720,外税
D,2026/7/14,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100244,ケンコーマヨネーズ　ベイクドスライスポテト,1ｋ,10,未指定,615,2,PC,1230,1230,外税
D,2026/7/14,武蔵小杉店（株式会社パット）,マンドスジャパン株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0020003,カラマタオリーブ種ナシ２ｋｇ,２ｋｇプラスチック,1,瓶,3210,6,個,19260,19260,外税
D,2026/7/14,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300469,ルッソ　リモンチェッロ　700ｍｌ,,0,本,2750,1,本,2750,2750,外税
D,2026/7/14,武蔵小杉店（株式会社パット）,株式会社ひのー,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0110258,いのすや ﾚﾓﾝｾﾞｽﾄ国産 100g,100g,10,PC,1340,2,PC,2680,2680,外税
D,2026/7/14,武蔵小杉店（株式会社パット）,株式会社ひのー,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0110139,G ハﾟセリ 80g,80g×1,1,未指定,980,1,缶,980,980,外税
D,2026/7/14,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100267,ＥＢ　プレミアムバニラアイス　２Ｌ,２Ｌ,6,個,1450,1,個,1450,1450,外税
D,2026/7/14,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100271,ロッテ　フルーツソルベ芳醇カシス　2000ｍｌ,2000ｍｌ,4,個,1449,1,PC,1449,1449,外税
D,2026/7/16,ＰＡＴ円山本店（株式会社パット）,石川株式会社,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0280022,Ｓ302　バジリコチキンスライス　　500ｇ,500g　【ＰＣ】で発注をお願い致します。,0,未指定,1420,10,PC,14200,14200,外税
D,2026/7/16,ＰＡＴ円山本店（株式会社パット）,石川株式会社,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0280085,Ｗ493　ハワイアンポチキ　　５００ｇ　短,５００ｇ　【ＰＣ】で発注をお願い致します。,0,未指定,1300,10,kg,13000,13000,外税
D,2026/7/16,Ｐａｓａｒ守谷下り店（株式会社パット）,株式会社ひのー,茨城県守谷市野木崎97-3　常磐自動車道守谷SA（下り線内）　パサｰル守谷下り線　小島屋乳業製菓株式会社,PA0110260,愛国 ﾍﾞｰｷﾝｸﾞﾊﾟｳﾀﾞｰ 赤 ﾌﾟﾚﾐｱﾑ 450g,450ｇ,12,PC,660,4,本,2640,2640,外税
D,2026/7/16,武蔵小杉店（株式会社パット）,株式会社ひのー,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0110224,ﾛﾙﾌ ｴﾒﾝﾀｰﾙ ﾀﾞｲｽ ｶｯﾄ ﾁｰｽﾞ,1kg,12,PC,2600,1,PC,2600,2600,外税
D,2026/7/16,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290039,南山園　グリーン抹茶パウダー　１㎏,10ﾌｸﾛ×1C/S,0,袋,12400,1,袋,12400,12400,外税
D,2026/7/16,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290344,茜丸　粒餡　３㎏,4袋×1CS,0,袋,1970,4,袋,7880,7880,外税
D,2026/7/16,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290323,ＤＩ　粉糖　４㎏,5袋×1CS,0,袋,1350,1,袋,1350,1350,外税
D,2026/7/17,Ｐａｓａｒ守谷下り店（株式会社パット）,株式会社トーホー・北関東,茨城県守谷市野木崎97-3　常磐自動車道守谷SA（下り線内）　パサｰル守谷下り線　小島屋乳業製菓株式会社,PA0360021,ロルフ　Dオランダエメンタール10　1KG,1kg,12,未指定,30900,0,C/S,0,0,外税
D,2026/7/17,ＰＡＴ円山本店（株式会社パット）,三本珈琲株式会社　札幌桑園支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0240005,MMCスティックシュガー3ｇ,300本,6,箱,640,1,箱,640,640,外税
D,2026/7/17,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300121,ＤＩ　粉糖　箱入　4ｋｇ,,0,未指定,1350,1,袋,1350,1350,外税
D,2026/7/17,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300350,皮付き　ヘーゼルナッツ　ホール,2ｋｇｘ1,1,袋,8200,1,袋,8200,8200,外税
D,2026/7/17,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300236,USクルミLMP　13.6kg　MK,13.6kg×1C/S,1,C/S,18632,1,C/S,18632,18632,外税
D,2026/7/17,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300110,森永 チッフﾟチョコホワイト5号,10KGX1C/S,0,未指定,22000,1,C/S,22000,22000,外税
D,2026/7/17,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300353,ヒﾟューラックス 1.8L,6ホンX1C/S,0,未指定,840,1,本,840,840,外税
D,2026/7/17,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300305,みたけ　きな粉　1ｋｇ,1kgx1,1,袋,550,0,袋,0,0,外税
D,2026/7/18,武蔵小杉店（株式会社パット）,石川株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0280053,バイオレット　　２５ｋｇ,,0,未指定,4507,1,袋,4507,4507,外税
D,2026/7/18,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100028,カゴメ　トマトケチャップ（チューブ入）赤　１ｋ,１ｋ,12,未指定,443,1,本,443,443,外税
D,2026/7/20,ＰＡＴ円山本店（株式会社パット）,株式会社ブーランジェリーエリックカイザージャポン,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PC0130015,メゾンボワール　広島県産牡蠣とほうれん草のパテ,6本,1,箱,2100,3,箱,6300,6300,外税
D,2026/7/20,ＰＡＴ円山本店（株式会社パット）,株式会社ブーランジェリーエリックカイザージャポン,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PC0130016,メゾンボワール　北海道産スモークサーモンとオリーブのパテ,6本,1,箱,2100,3,箱,6300,6300,外税
D,2026/7/20,ＰＡＴ円山本店（株式会社パット）,株式会社ブーランジェリーエリックカイザージャポン,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PC0130019,メゾンボワール　２種のチーズのパテ,6本,1,箱,2100,2,箱,4200,4200,外税
D,2026/7/20,ＰＡＴ円山本店（株式会社パット）,株式会社ブーランジェリーエリックカイザージャポン,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PC0130022,メゾンボワール　ドライいちじくとくるみのパテ,6本,1,箱,2604,0,箱,0,0,外税
D,2026/7/21,ＰＡＴ円山本店（株式会社パット）,株式会社イワセ・エスタグループ本社,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0060023,アスク　冷凍アップル・スライス　１０ｋｇ,１０ｋｇ,1,C/S,8100,1,C/S,8100,8100,外税
D,2026/7/21,武蔵小杉店（株式会社パット）,三本珈琲株式会社　横浜支店,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PC0230002,キリン　午後の紅茶　ミルクティー　５００ｍｌ　ＰＥＴ　２４本入,500ml,24,C/S,2880,1,C/S,2880,2880,外税
D,2026/7/21,武蔵小杉店（株式会社パット）,三本珈琲株式会社　横浜支店,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PC0230008,エビアン　ペット　５００ｍｌ×２４本,500ml,24,C/S,2640,1,C/S,2640,2640,外税
D,2026/7/21,ＰＡＴ円山本店（株式会社パット）,三本珈琲株式会社　札幌桑園支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0240022,Torani T111 ｼﾛｯﾌﾟﾁｮｺﾚｰﾄﾐﾗﾉ750ml,750ml/本×12/cs,1,本,1230,2,本,2460,2460,外税
D,2026/7/21,ＰＡＴ円山本店（株式会社パット）,三本珈琲株式会社　札幌桑園支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0240023,Torani T107 ｼﾛｯﾌﾟｷｬﾗﾒﾙ 750ml,750ml/本×12/cs,0,未指定,1230,1,本,1230,1230,外税
D,2026/7/21,ＰＡＴ円山本店（株式会社パット）,株式会社ＡＭトレーディング,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0040031,＆ミント+ローズ,２ｇ×50ＴＢ,0,袋,3375,1,袋,3375,3375,外税
D,2026/7/21,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300157,ナリズカ　アルパワー　18L,18Lｘ1,1,缶,6000,1,缶,6000,6000,外税
D,2026/7/21,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300412,ウメハラ　ユズカット5ｍｍ　1ｋｇ,6ケ×1C/S,1,ヶ,1800,1,ヶ,1800,1800,外税
D,2026/7/21,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300249,ｳﾒﾊﾗ ﾚﾓﾝｶｯﾄ 3mm A 1kg,1ｋｇｘ1,1,kg,1500,1,kg,1500,1500,外税
D,2026/7/23,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300073,ギャバン　ターメリックパウダー360ｇ,,0,未指定,1450,1,缶,1450,1450,外税
D,2026/7/23,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300448,ギャバン　カレーパウダー　400ｇ,12カンX1C／S,0,未指定,1700,1,缶,1700,1700,外税
D,2026/7/23,ＰＡＴ円山本店（株式会社パット）,株式会社ひのー,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0110245,沖縄ﾊﾑ やわらか牛煮込み  500g,500g,20,C/S,2250,20,PC,45000,45000,外税
D,2026/7/23,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100257,ハインツ　１５００ｇ　グルメマッシュポテト１．５ｋ,1.5K,6,袋,1750,1,PC,1750,1750,外税
D,2026/7/23,ＰＡＴ円山本店（株式会社パット）,株式会社トーホーフードサービス　グループ,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0100259,ＳＢ　マイユ　赤ワインビネガー　500ml,500ml,6,未指定,585,1,本,585,585,外税
D,2026/7/24,Ｐａｓａｒ守谷下り店（株式会社パット）,池伝株式会社,茨城県守谷市野木崎97-3　常磐自動車道守谷SA（下り線内）　パサｰル守谷下り線　小島屋乳業製菓株式会社,PA0290268,森永商事　アンジュ クレール　1.8kg,6袋×1CS,0,袋,1670,1,袋,1670,1670,外税
D,2026/7/24,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300031,ギャバン　ブラックペッパーアラビキ　420ｇ,,0,未指定,2000,1,缶,2000,2000,外税
D,2026/7/24,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300205,伯方　フルールドセル　1kg,1kg×20×1C/S,1,kg,960,1,kg,960,960,外税
D,2026/7/24,ＰＡＴ円山本店（株式会社パット）,池伝株式会社　札幌支店,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0300362,モリナガ　アンジュクレール　1.8㎏,6ケ×1Ｃ/Ｓ,1,ヶ,1670,1,ヶ,1670,1670,外税
D,2026/7/27,武蔵小杉店（株式会社パット）,株式会社ブーランジェリーエリックカイザージャポン,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PC0130040,メゾンカイザー　クロワッサンラスク　5個入,1,1,個,360,30,個,10800,10800,外税
D,2026/7/27,武蔵小杉店（株式会社パット）,株式会社ブーランジェリーエリックカイザージャポン,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PC0130039,メゾンカイザー　クロワッサンラスク　10個入,1,1,個,690,5,個,3450,3450,外税
D,2026/7/28,武蔵小杉店（株式会社パット）,池伝株式会社,神奈川県川崎市中原区新丸子東3丁目1135番1号　グランツリｰ武蔵小杉　区画145,PA0290355,ルッソ　リモンチェロ　３２°７００ｍｌ,6ﾎﾝX2BX1C/S,0,本,2750,1,本,2750,2750,外税
D,2026/7/29,ＰＡＴ円山本店（株式会社パット）,株式会社桐越,北海道札幌市中央区南一条西27-1-1　マルヤマクラス1F,PA0200249,玉ねぎ　Ｌ　国産※　　ｋｇ,国産,0,kg,298,0.25,kg,74,74,外税
F,,,,,,,,,,,,,,,
